source,target,interaction,weight
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.j3d.ModelManager,depends,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.j3d.TextureManager,depends,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Camera,depends,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Camera,returns,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Home,accepts,3
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Home,depends,7
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Home,returns,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.InterruptedRecorderException,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Level,depends,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.Level,returns,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.RecorderException,constructs,3
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.UserPreferences,accepts,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.UserPreferences,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.model.UserPreferences,depends,4
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.swing.HomeComponent3D,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.swing.ThreadedTaskPanel,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.tools.OperatingSystem,depends,2
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.HomeController3D,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.HomeController3D,depends,5
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.ThreadedTaskController,constructs,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.ThreadedTaskController,depends,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.ViewFactory,accepts,1
com.eteks.sweethome3d.applet.ViewerHelper,com.eteks.sweethome3d.viewcontroller.ViewFactoryAdapter,constructs,1
com.eteks.sweethome3d.io.AutoRecoveryManager,com.eteks.sweethome3d.io.FileUserPreferences,depends,1
com.eteks.sweethome3d.io.AutoRecoveryManager,com.eteks.sweethome3d.model.CollectionEvent,depends,2
com.eteks.sweethome3d.io.AutoRecoveryManager,com.eteks.sweethome3d.model.Home,accepts,2
