,id,name,words,members_str
10,Currency-View-Amount,Currency-View-Amount,Request Coins Fragment Currency Amount View Currency Amount View Listener Currency Calculator Link Currency Symbol Drawable Currency Amount View Text View Listener,RequestCoinsFragment CurrencyAmountView CurrencyAmountView.Listener CurrencyCalculatorLink CurrencySymbolDrawable CurrencyAmountView.TextViewListener
11,Request-Wallet-Balance,Request-Wallet-Balance,Request Wallet Balance Task Request Wallet Balance Task Json Rpc Response Utxo Request Wallet Balance Task Json Rpc Request Request Wallet Balance Task Result Callback,RequestWalletBalanceTask RequestWalletBalanceTask.JsonRpcResponse.Utxo RequestWalletBalanceTask.JsonRpcRequest RequestWalletBalanceTask.ResultCallback
12,Payment-Task-Direct,Payment-Task-Direct,Direct Payment Task Bluetooth Payment Task Direct Payment Task Direct Payment Task Http Payment Task Direct Payment Task Result Callback,DirectPaymentTask.BluetoothPaymentTask DirectPaymentTask DirectPaymentTask.HttpPaymentTask DirectPaymentTask.ResultCallback
13,Request-Wallet-Balance,Request-Wallet-Balance,Request Wallet Balance Task Electrum Server Type Request Wallet Balance Task Electrum Server,RequestWalletBalanceTask.ElectrumServer.Type RequestWalletBalanceTask.ElectrumServer
14,Constants,Constants,Constants,Constants
15,Constants.Files,Constants.Files,Constants Files,Constants.Files
16,Logging,Logging,Logging,Logging
17,AddressBookActivity.TwoFragmentAdapter,AddressBookActivity.TwoFragmentAdapter,Address Book Activity Two Fragment Adapter,AddressBookActivity.TwoFragmentAdapter
18,BitmapFragment,BitmapFragment,Bitmap Fragment,BitmapFragment
19,DividerItemDecoration,DividerItemDecoration,Divider Item Decoration,DividerItemDecoration
20,HelpDialogFragment,HelpDialogFragment,Help Dialog Fragment,HelpDialogFragment
21,ProgressDialogFragment,ProgressDialogFragment,Progress Dialog Fragment,ProgressDialogFragment
22,ShowPasswordCheckListener,ShowPasswordCheckListener,Show Password Check Listener,ShowPasswordCheckListener
23,StickToTopLinearLayoutManager,StickToTopLinearLayoutManager,Stick To Top Linear Layout Manager,StickToTopLinearLayoutManager
24,TransactionsAdapter.WarningViewHolder,TransactionsAdapter.WarningViewHolder,Transactions Adapter Warning View Holder,TransactionsAdapter.WarningViewHolder
25,BackupWalletDialogFragment.ErrorDialogFragment,BackupWalletDialogFragment.ErrorDialogFragment,Backup Wallet Dialog Fragment Error Dialog Fragment,BackupWalletDialogFragment.ErrorDialogFragment
26,BackupWalletDialogFragment.SuccessDialogFragment,BackupWalletDialogFragment.SuccessDialogFragment,Backup Wallet Dialog Fragment Success Dialog Fragment,BackupWalletDialogFragment.SuccessDialogFragment
27,ImportDialogButtonEnablerListener,ImportDialogButtonEnablerListener,Import Dialog Button Enabler Listener,ImportDialogButtonEnablerListener
28,RestoreWalletDialogFragment.FailureDialogFragment,RestoreWalletDialogFragment.FailureDialogFragment,Restore Wallet Dialog Fragment Failure Dialog Fragment,RestoreWalletDialogFragment.FailureDialogFragment
29,RestoreWalletDialogFragment.PermissionDeniedDialogFragment,RestoreWalletDialogFragment.PermissionDeniedDialogFragment,Restore Wallet Dialog Fragment Permission Denied Dialog Fragment,RestoreWalletDialogFragment.PermissionDeniedDialogFragment
30,RestoreWalletFromExternalDialogFragment.FailureDialogFragment,RestoreWalletFromExternalDialogFragment.FailureDialogFragment,Restore Wallet From External Dialog Fragment Failure Dialog Fragment,RestoreWalletFromExternalDialogFragment.FailureDialogFragment
31,BlockListAdapter.ListItem,BlockListAdapter.ListItem,Block List Adapter List Item,BlockListAdapter.ListItem
32,NetworkMonitorActivity.PagerAdapter,NetworkMonitorActivity.PagerAdapter,Network Monitor Activity Pager Adapter,NetworkMonitorActivity.PagerAdapter
33,PeerListAdapter.ListItem,PeerListAdapter.ListItem,Peer List Adapter List Item,PeerListAdapter.ListItem
34,PreferenceActivity,PreferenceActivity,Preference Activity,PreferenceActivity
35,ScanActivity.WarnDialogFragment,ScanActivity.WarnDialogFragment,Scan Activity Warn Dialog Fragment,ScanActivity.WarnDialogFragment
36,DecodePrivateKeyTask,DecodePrivateKeyTask,Decode Private Key Task,DecodePrivateKeyTask
37,DeriveKeyTask,DeriveKeyTask,Derive Key Task,DeriveKeyTask
38,RequestWalletBalanceTask.JsonRpcResponse,RequestWalletBalanceTask.JsonRpcResponse,Request Wallet Balance Task Json Rpc Response,RequestWalletBalanceTask.JsonRpcResponse
39,SendCoinsOfflineTask,SendCoinsOfflineTask,Send Coins Offline Task,SendCoinsOfflineTask
40,SweepWalletFragment.FakeTransaction,SweepWalletFragment.FakeTransaction,Sweep Wallet Fragment Fake Transaction,SweepWalletFragment.FakeTransaction
41,CheatSheet,CheatSheet,Cheat Sheet,CheatSheet
42,Formats,Formats,Formats,Formats
43,MonetarySpannable,MonetarySpannable,Monetary Spannable,MonetarySpannable
44,Nfc,Nfc,Nfc,Nfc
45,Toast,Toast,Toast,Toast
46,WholeStringBuilder,WholeStringBuilder,Whole String Builder,WholeStringBuilder
