,source,target,interaction,weight
65,Home-Controller-Panel,Furniture-Home-Table,constructs,5
66,Home-Controller-Panel,Furniture-Home-Table,accepts,12
67,Home-Controller-Panel,Furniture-Home-Table,holds,4
68,Home-Controller-Panel,Furniture-Home-Table,specializes,2
69,Home-Controller-Panel,Controller-Model-Materials,holds,2
70,Home-Controller-Panel,Controller-Model-Materials,returns,2
71,Home-Controller-Panel,Controller-Model-Materials,depends,15
72,Home-Controller-Panel,Controller-Model-Materials,constructs,5
73,Home-Controller-Panel,Plan-Component-Label,accepts,3
74,Home-Controller-Panel,Plan-Component-Label,depends,8
75,Home-Controller-Panel,Plan-Component-Label,returns,3
76,Home-Controller-Panel,Plan-Component-Label,constructs,4
77,Home-Controller-Panel,Plan-Component-Label,holds,2
78,Home-Controller-Panel,Home-Print-XML,accepts,2
79,Home-Controller-Panel,Home-Print-XML,depends,4
80,Home-Controller-Panel,Home-Print-XML,returns,2
81,Home-Controller-Panel,Home-Print-XML,specializes,2
82,Home-Controller-Panel,Home-Print-XML,holds,1
83,Home-Controller-Panel,Polyline-Controller-Style,accepts,2
84,Home-Controller-Panel,Polyline-Controller-Style,constructs,1
85,Home-Controller-Panel,Polyline-Controller-Style,depends,6
86,Home-Controller-Panel,Polyline-Controller-Style,returns,1
87,Home-Controller-Panel,OBJ-Loader-Writer,depends,1
88,Home-Controller-Panel,Compass-Property-Controller,accepts,2
89,Home-Controller-Panel,Compass-Property-Controller,depends,5
90,Home-Controller-Panel,Compass-Property-Controller,holds,2
91,Home-Controller-Panel,Compass-Property-Controller,returns,1
92,Home-Controller-Panel,Compass-Property-Controller,constructs,1
93,Furniture-Catalog-Imported,Controller-Wizard-Texture,accepts,17
94,Furniture-Catalog-Imported,Controller-Wizard-Texture,constructs,2
95,Furniture-Catalog-Imported,Controller-Wizard-Texture,depends,36
96,Furniture-Catalog-Imported,Controller-Wizard-Texture,holds,12
97,Furniture-Catalog-Imported,Controller-Wizard-Texture,specializes,5
98,Furniture-Catalog-Imported,Controller-Wizard-Texture,returns,3
99,Furniture-Catalog-Imported,Home-Controller-Panel,constructs,5
100,Furniture-Catalog-Imported,Home-Controller-Panel,accepts,10
101,Furniture-Catalog-Imported,Home-Controller-Panel,depends,10
102,Furniture-Catalog-Imported,Home-Controller-Panel,holds,4
103,Furniture-Catalog-Imported,Home-Controller-Panel,returns,1
104,Furniture-Catalog-Imported,Home-Controller-Panel,specializes,5
105,Furniture-Catalog-Imported,Controller-Plan-State,specializes,1
106,Furniture-Catalog-Imported,Home-Controller-Listener,depends,10
107,Furniture-Catalog-Imported,Home-Controller-Listener,constructs,1
108,Furniture-Catalog-Imported,Home-Controller-Listener,specializes,2
109,Furniture-Catalog-Imported,Furniture-Home-Table,depends,14
110,Furniture-Catalog-Imported,Furniture-Home-Table,specializes,2
111,Furniture-Catalog-Imported,Furniture-Home-Table,accepts,4
112,Furniture-Catalog-Imported,Furniture-Home-Table,holds,4
113,Furniture-Catalog-Imported,Furniture-Home-Table,returns,1
114,Furniture-Catalog-Imported,Furniture-Home-Table,constructs,2
115,Furniture-Catalog-Imported,Controller-Model-Materials,depends,12
116,Furniture-Catalog-Imported,Controller-Model-Materials,constructs,3
117,Furniture-Catalog-Imported,Controller-Model-Materials,holds,1
118,Furniture-Catalog-Imported,Plan-Component-Label,constructs,1
119,Furniture-Catalog-Imported,Home-Print-XML,accepts,1
120,Furniture-Catalog-Imported,Home-Print-XML,depends,1
121,Furniture-Catalog-Imported,Home-Print-XML,holds,1
122,Furniture-Catalog-Imported,Home-Print-XML,constructs,1
123,Controller-Plan-State,Controller-Wizard-Texture,accepts,8
124,Controller-Plan-State,Controller-Wizard-Texture,holds,8
125,Controller-Plan-State,Controller-Wizard-Texture,returns,4
126,Controller-Plan-State,Controller-Wizard-Texture,depends,53
127,Controller-Plan-State,Controller-Wizard-Texture,constructs,2
128,Controller-Plan-State,Controller-Wizard-Texture,specializes,1
129,Controller-Plan-State,Home-Controller-Panel,specializes,3
130,Controller-Plan-State,Home-Controller-Panel,accepts,8
131,Controller-Plan-State,Home-Controller-Panel,holds,11
132,Controller-Plan-State,Home-Controller-Panel,returns,7
133,Controller-Plan-State,Home-Controller-Panel,depends,48
134,Controller-Plan-State,Home-Controller-Panel,constructs,2
135,Controller-Plan-State,Furniture-Catalog-Imported,holds,2
136,Controller-Plan-State,Furniture-Catalog-Imported,depends,1
137,Controller-Plan-State,Home-Controller-Listener,specializes,1
138,Controller-Plan-State,Furniture-Home-Table,specializes,4
139,Controller-Plan-State,Furniture-Home-Table,depends,32
140,Controller-Plan-State,Furniture-Home-Table,accepts,8
141,Controller-Plan-State,Furniture-Home-Table,holds,17
142,Controller-Plan-State,Furniture-Home-Table,returns,5
143,Controller-Plan-State,Furniture-Home-Table,constructs,2
144,Controller-Plan-State,Controller-Model-Materials,accepts,6
145,Controller-Plan-State,Controller-Model-Materials,holds,8
146,Controller-Plan-State,Controller-Model-Materials,returns,3
147,Controller-Plan-State,Controller-Model-Materials,depends,10
148,Controller-Plan-State,Controller-Model-Materials,constructs,2
149,Controller-Plan-State,Plan-Component-Label,accepts,5
150,Controller-Plan-State,Plan-Component-Label,holds,4
151,Controller-Plan-State,Plan-Component-Label,returns,4
152,Controller-Plan-State,Plan-Component-Label,depends,5
153,Controller-Plan-State,Plan-Component-Label,constructs,1
154,Controller-Plan-State,Home-Print-XML,specializes,3
155,Controller-Plan-State,Home-Print-XML,depends,3
156,Controller-Plan-State,Polyline-Controller-Style,accepts,1
157,Controller-Plan-State,Polyline-Controller-Style,returns,1
158,Controller-Plan-State,Polyline-Controller-Style,constructs,3
159,Controller-Plan-State,Polyline-Controller-Style,depends,4
160,Controller-Plan-State,Polyline-Controller-Style,holds,1
161,Controller-Plan-State,Polyline-Controller-Style,specializes,1
162,Controller-Plan-State,Compass-Property-Controller,accepts,1
163,Controller-Plan-State,Compass-Property-Controller,returns,1
164,Controller-Plan-State,Compass-Property-Controller,depends,3
165,Controller-Plan-State,Compass-Property-Controller,holds,2
166,Home-Controller-Listener,Controller-Wizard-Texture,accepts,27
167,Home-Controller-Listener,Controller-Wizard-Texture,holds,23
168,Home-Controller-Listener,Controller-Wizard-Texture,returns,12
169,Home-Controller-Listener,Controller-Wizard-Texture,depends,51
170,Home-Controller-Listener,Controller-Wizard-Texture,specializes,4
171,Home-Controller-Listener,Controller-Wizard-Texture,constructs,22
172,Home-Controller-Listener,Home-Controller-Panel,accepts,20
173,Home-Controller-Listener,Home-Controller-Panel,holds,11
174,Home-Controller-Listener,Home-Controller-Panel,depends,45
175,Home-Controller-Listener,Home-Controller-Panel,constructs,13
176,Home-Controller-Listener,Home-Controller-Panel,returns,5
177,Home-Controller-Listener,Home-Controller-Panel,specializes,2
178,Home-Controller-Listener,Furniture-Catalog-Imported,depends,9
179,Home-Controller-Listener,Furniture-Catalog-Imported,constructs,4
180,Home-Controller-Listener,Furniture-Catalog-Imported,holds,2
181,Home-Controller-Listener,Furniture-Catalog-Imported,accepts,1
182,Home-Controller-Listener,Furniture-Catalog-Imported,returns,1
183,Home-Controller-Listener,Controller-Plan-State,accepts,2
184,Home-Controller-Listener,Controller-Plan-State,holds,2
185,Home-Controller-Listener,Controller-Plan-State,depends,19
186,Home-Controller-Listener,Controller-Plan-State,constructs,1
187,Home-Controller-Listener,Controller-Plan-State,returns,1
188,Home-Controller-Listener,Furniture-Home-Table,constructs,3
189,Home-Controller-Listener,Furniture-Home-Table,depends,11
190,Home-Controller-Listener,Furniture-Home-Table,accepts,5
191,Home-Controller-Listener,Furniture-Home-Table,returns,2
192,Home-Controller-Listener,Furniture-Home-Table,holds,1
193,Home-Controller-Listener,Controller-Model-Materials,depends,18
194,Home-Controller-Listener,Controller-Model-Materials,constructs,4
195,Home-Controller-Listener,Plan-Component-Label,depends,6
196,Home-Controller-Listener,Plan-Component-Label,constructs,1
197,Home-Controller-Listener,Home-Print-XML,constructs,1
198,Home-Controller-Listener,Home-Print-XML,depends,1
199,Home-Controller-Listener,Polyline-Controller-Style,depends,3
200,Home-Controller-Listener,Polyline-Controller-Style,constructs,1
201,Home-Controller-Listener,Compass-Property-Controller,depends,1
202,Home-Controller-Listener,Action-Plugin-Property,constructs,1
203,Furniture-Home-Table,Controller-Wizard-Texture,accepts,8
204,Furniture-Home-Table,Controller-Wizard-Texture,constructs,2
205,Furniture-Home-Table,Controller-Wizard-Texture,depends,16
206,Furniture-Home-Table,Controller-Wizard-Texture,specializes,3
207,Furniture-Home-Table,Controller-Wizard-Texture,holds,7
208,Furniture-Home-Table,Controller-Wizard-Texture,returns,1
209,Furniture-Home-Table,Home-Controller-Panel,accepts,14
210,Furniture-Home-Table,Home-Controller-Panel,depends,29
211,Furniture-Home-Table,Home-Controller-Panel,holds,7
212,Furniture-Home-Table,Home-Controller-Panel,specializes,1
213,Furniture-Home-Table,Home-Controller-Panel,returns,1
214,Furniture-Home-Table,Furniture-Catalog-Imported,accepts,6
215,Furniture-Home-Table,Furniture-Catalog-Imported,specializes,1
216,Furniture-Home-Table,Furniture-Catalog-Imported,constructs,6
217,Furniture-Home-Table,Furniture-Catalog-Imported,depends,6
218,Furniture-Home-Table,Furniture-Catalog-Imported,returns,4
219,Furniture-Home-Table,Furniture-Catalog-Imported,holds,4
220,Furniture-Home-Table,Controller-Plan-State,depends,13
221,Furniture-Home-Table,Controller-Plan-State,constructs,3
222,Furniture-Home-Table,Controller-Plan-State,accepts,3
223,Furniture-Home-Table,Controller-Plan-State,specializes,2
224,Furniture-Home-Table,Controller-Plan-State,returns,1
225,Furniture-Home-Table,Home-Controller-Listener,depends,3
226,Furniture-Home-Table,Home-Controller-Listener,specializes,1
227,Furniture-Home-Table,Controller-Model-Materials,depends,8
228,Furniture-Home-Table,Controller-Model-Materials,accepts,3
229,Furniture-Home-Table,Controller-Model-Materials,constructs,1
230,Furniture-Home-Table,Controller-Model-Materials,holds,2
231,Furniture-Home-Table,Plan-Component-Label,accepts,1
232,Furniture-Home-Table,Plan-Component-Label,holds,1
233,Furniture-Home-Table,Plan-Component-Label,returns,1
234,Furniture-Home-Table,Plan-Component-Label,depends,1
235,Furniture-Home-Table,Home-Print-XML,specializes,1
236,Furniture-Home-Table,Home-Print-XML,depends,1
237,Furniture-Home-Table,Home-Print-XML,constructs,1
238,Furniture-Home-Table,OBJ-Loader-Writer,constructs,1
239,Furniture-Home-Table,DS-Max-Loader,constructs,1
240,Controller-Model-Materials,Controller-Wizard-Texture,depends,48
241,Controller-Model-Materials,Controller-Wizard-Texture,accepts,47
242,Controller-Model-Materials,Controller-Wizard-Texture,specializes,6
243,Controller-Model-Materials,Controller-Wizard-Texture,holds,33
244,Controller-Model-Materials,Controller-Wizard-Texture,returns,9
245,Controller-Model-Materials,Controller-Wizard-Texture,constructs,7
246,Controller-Model-Materials,Home-Controller-Panel,accepts,5
247,Controller-Model-Materials,Home-Controller-Panel,depends,7
248,Controller-Model-Materials,Home-Controller-Panel,specializes,1
249,Controller-Model-Materials,Home-Controller-Panel,constructs,1
250,Controller-Model-Materials,Home-Controller-Panel,holds,4
251,Controller-Model-Materials,Furniture-Catalog-Imported,constructs,3
252,Controller-Model-Materials,Furniture-Catalog-Imported,depends,7
253,Controller-Model-Materials,Furniture-Catalog-Imported,holds,4
254,Controller-Model-Materials,Furniture-Catalog-Imported,accepts,3
255,Controller-Model-Materials,Furniture-Catalog-Imported,returns,2
256,Controller-Model-Materials,Controller-Plan-State,depends,6
257,Controller-Model-Materials,Controller-Plan-State,constructs,8
258,Controller-Model-Materials,Controller-Plan-State,accepts,2
259,Controller-Model-Materials,Controller-Plan-State,holds,1
260,Controller-Model-Materials,Controller-Plan-State,returns,1
261,Controller-Model-Materials,Home-Controller-Listener,depends,12
262,Controller-Model-Materials,Home-Controller-Listener,constructs,1
263,Controller-Model-Materials,Home-Controller-Listener,specializes,7
264,Controller-Model-Materials,Furniture-Home-Table,accepts,7
265,Controller-Model-Materials,Furniture-Home-Table,depends,14
266,Controller-Model-Materials,Furniture-Home-Table,holds,3
267,Controller-Model-Materials,Furniture-Home-Table,returns,4
268,Controller-Model-Materials,Furniture-Home-Table,constructs,7
269,Controller-Model-Materials,Polyline-Controller-Style,accepts,3
270,Plan-Component-Label,Controller-Wizard-Texture,accepts,10
271,Plan-Component-Label,Controller-Wizard-Texture,depends,20
272,Plan-Component-Label,Controller-Wizard-Texture,holds,7
273,Plan-Component-Label,Controller-Wizard-Texture,specializes,2
274,Plan-Component-Label,Controller-Wizard-Texture,returns,2
275,Plan-Component-Label,Home-Controller-Panel,accepts,11
276,Plan-Component-Label,Home-Controller-Panel,depends,21
277,Plan-Component-Label,Home-Controller-Panel,specializes,1
278,Plan-Component-Label,Home-Controller-Panel,holds,6
279,Plan-Component-Label,Home-Controller-Panel,returns,1
280,Plan-Component-Label,Home-Controller-Panel,constructs,2
281,Plan-Component-Label,Furniture-Catalog-Imported,accepts,1
282,Plan-Component-Label,Furniture-Catalog-Imported,depends,1
283,Plan-Component-Label,Controller-Plan-State,specializes,2
284,Plan-Component-Label,Controller-Plan-State,accepts,7
285,Plan-Component-Label,Controller-Plan-State,holds,1
286,Plan-Component-Label,Controller-Plan-State,depends,20
287,Plan-Component-Label,Home-Controller-Listener,depends,4
288,Plan-Component-Label,Home-Controller-Listener,specializes,1
289,Plan-Component-Label,Furniture-Home-Table,specializes,1
290,Plan-Component-Label,Furniture-Home-Table,accepts,3
291,Plan-Component-Label,Furniture-Home-Table,returns,1
292,Plan-Component-Label,Furniture-Home-Table,depends,13
293,Plan-Component-Label,Furniture-Home-Table,constructs,2
294,Plan-Component-Label,Controller-Model-Materials,constructs,5
295,Plan-Component-Label,Controller-Model-Materials,depends,9
296,Plan-Component-Label,Controller-Model-Materials,holds,2
297,Plan-Component-Label,Home-Print-XML,specializes,1
298,Plan-Component-Label,Home-Print-XML,depends,1
299,Plan-Component-Label,Polyline-Controller-Style,accepts,2
300,Plan-Component-Label,Polyline-Controller-Style,depends,3
301,Plan-Component-Label,Compass-Property-Controller,accepts,1
302,Plan-Component-Label,Compass-Property-Controller,depends,3
303,Home-Print-XML,Controller-Wizard-Texture,accepts,10
304,Home-Print-XML,Controller-Wizard-Texture,depends,9
305,Home-Print-XML,Controller-Wizard-Texture,constructs,1
306,Home-Print-XML,Controller-Wizard-Texture,specializes,2
307,Home-Print-XML,Controller-Wizard-Texture,holds,5
308,Home-Print-XML,Controller-Wizard-Texture,returns,1
309,Home-Print-XML,Home-Controller-Panel,accepts,8
310,Home-Print-XML,Home-Controller-Panel,depends,13
311,Home-Print-XML,Home-Controller-Panel,holds,3
312,Home-Print-XML,Home-Controller-Panel,constructs,2
313,Home-Print-XML,Furniture-Catalog-Imported,accepts,1
314,Home-Print-XML,Furniture-Catalog-Imported,depends,1
315,Home-Print-XML,Controller-Plan-State,accepts,3
316,Home-Print-XML,Controller-Plan-State,depends,5
317,Home-Print-XML,Home-Controller-Listener,accepts,2
318,Home-Print-XML,Home-Controller-Listener,holds,1
319,Home-Print-XML,Home-Controller-Listener,depends,4
320,Home-Print-XML,Home-Controller-Listener,specializes,1
321,Home-Print-XML,Furniture-Home-Table,accepts,3
322,Home-Print-XML,Furniture-Home-Table,depends,8
323,Home-Print-XML,Controller-Model-Materials,accepts,2
324,Home-Print-XML,Controller-Model-Materials,depends,5
325,Home-Print-XML,Controller-Model-Materials,constructs,1
326,Home-Print-XML,Plan-Component-Label,accepts,2
327,Home-Print-XML,Plan-Component-Label,depends,4
328,Home-Print-XML,Polyline-Controller-Style,accepts,1
329,Home-Print-XML,Polyline-Controller-Style,depends,1
330,Home-Print-XML,Compass-Property-Controller,accepts,1
331,Home-Print-XML,Compass-Property-Controller,depends,1
332,Polyline-Controller-Style,Controller-Wizard-Texture,depends,9
333,Polyline-Controller-Style,Controller-Wizard-Texture,accepts,7
334,Polyline-Controller-Style,Controller-Wizard-Texture,specializes,1
335,Polyline-Controller-Style,Controller-Wizard-Texture,holds,4
336,Polyline-Controller-Style,Controller-Wizard-Texture,returns,1
337,Polyline-Controller-Style,Home-Controller-Panel,specializes,1
338,Polyline-Controller-Style,Home-Controller-Panel,accepts,3
339,Polyline-Controller-Style,Home-Controller-Panel,holds,3
340,Polyline-Controller-Style,Home-Controller-Panel,returns,1
341,Polyline-Controller-Style,Home-Controller-Panel,depends,4
342,Polyline-Controller-Style,Controller-Plan-State,specializes,2
343,Polyline-Controller-Style,Controller-Plan-State,depends,5
344,Polyline-Controller-Style,Controller-Plan-State,accepts,2
345,Polyline-Controller-Style,Controller-Plan-State,returns,1
346,Polyline-Controller-Style,Controller-Plan-State,constructs,1
347,Polyline-Controller-Style,Home-Controller-Listener,depends,1
348,Polyline-Controller-Style,Home-Controller-Listener,specializes,1
349,Polyline-Controller-Style,Controller-Model-Materials,constructs,3
350,Polyline-Controller-Style,Controller-Model-Materials,depends,4
351,Polyline-Controller-Style,Controller-Model-Materials,holds,1
352,Polyline-Controller-Style,Home-Print-XML,specializes,1
353,Polyline-Controller-Style,Home-Print-XML,depends,1
354,Compass-Property-Controller,Controller-Wizard-Texture,accepts,1
355,Compass-Property-Controller,Controller-Wizard-Texture,depends,2
356,Compass-Property-Controller,Controller-Wizard-Texture,holds,1
357,Compass-Property-Controller,Controller-Plan-State,specializes,1
358,Compass-Property-Controller,Home-Print-XML,specializes,1
359,Compass-Property-Controller,Home-Print-XML,depends,1
360,Action-Plugin-Property,Furniture-Catalog-Imported,constructs,1
361,Action-Plugin-Property,Furniture-Home-Table,depends,1
